vehicle_record_id,vehicle_id,registration_number,owner_person_id,vehicle_type,make,model,registration_date,event_datetime,location_id,location,event_type,status,case_id
VREC-008518,V-000666,MH-45-RV-3527,P-001126,VAN,Tata,Winger,2026-01-01,2026-06-27 07:51:51,L-000092,"Old Town, Cuddalore",SEEN,ACTIVE,CR-2026-2016
VREC-008519,V-000386,UP-92-VS-6656,P-000835,CAR,Honda,Innova,2026-01-01,2026-08-03 12:29:09,L-000054,"Warehouse Zone, Cuddalore",MOVED,ACTIVE,
VREC-008520,V-000217,PB-81-MF-6811,P-000396,TRUCK,Eicher,Pro 3015,2026-01-01,2026-08-30 02:43:43,L-000114,"Ring Road, Thanjavur",SEEN,ACTIVE,CR-2026-2006
VREC-008521,V-000086,WB-76-GM-8046,P-000156,VAN,Mahindra,Winger,2026-01-01,2026-06-15 03:31:17,L-000136,"Bus Stand, Dindigul",MOVED,ACTIVE,
VREC-008522,V-000448,KL-52-KY-1359,P-001794,TRUCK,Eicher,Pro 3015,2026-01-01,2026-05-11 21:52:32,L-000012,"Bus Stand, Madurai",REGISTERED,ACTIVE,
VREC-008523,V-000194,TS-90-UC-9486,P-001800,CAR,Mahindra,Swift,2026-01-01,2026-07-04 20:18:35,L-000018,"Bus Stand, Madurai",REGISTERED,ACTIVE,
VREC-008524,V-000241,HR-96-BQ-2572,P-001803,CAR,Hyundai,Thar,2026-01-01,2026-02-24 21:40:45,L-000121,"Residential Colony, Nagercoil",MOVED,ACTIVE,
VREC-008525,V-000126,MP-21-QW-9762,P-001628,CAR,Honda,Nexon,2026-01-01,2026-06-12 03:34:10,L-000131,"Warehouse Zone, Kanniyakumari",REGISTERED,ACTIVE,CR-2026-2005
VREC-008526,V-000319,RJ-74-FM-4631,P-001245,VAN,Tata,Supro,2026-01-01,2026-07-09 05:52:50,L-000004,"Grain Market, Thanjavur",SEEN,ACTIVE,
VREC-008527,V-000274,AP-64-OO-5612,P-000793,CAR,Maruti,City,2026-01-01,2026-03-01 00:03:01,L-000037,"Port Area, Karur",MOVED,ACTIVE,
VREC-008528,V-000685,HR-46-HU-4407,P-001310,TRUCK,Eicher,LP 1613,2026-01-01,2026-01-09 09:39:14,L-000130,"Auto Nagar, Nagapattinam",SEEN,ACTIVE,CR-2026-2001
VREC-008529,V-000417,WB-78-QP-4664,P-001188,BIKE,TVS,Shine,2026-01-01,2026-03-25 08:00:37,L-000188,"Railway Station, Chennai",SEEN,ACTIVE,
VREC-008530,V-000258,CG-20-MU-2928,P-000976,BIKE,Honda,Pulsar,2026-01-01,2026-07-24 17:39:32,L-000156,"Highway Junction, Hosur",REGISTERED,ACTIVE,
VREC-008531,V-000536,CG-23-QF-6375,P-000870,VAN,Mahindra,Eeco,2026-01-01,2026-06-06 15:52:37,L-000136,"Bus Stand, Dindigul",SEEN,INACTIVE,
VREC-008532,V-000124,GJ-11-LZ-2507,P-001935,CAR,Mahindra,Verna,2026-01-01,2026-03-20 04:40:42,L-000130,"Auto Nagar, Nagapattinam",REGISTERED,ACTIVE,CR-2026-2013
VREC-008533,V-000090,MH-38-LV-6853,P-001877,BIKE,Bajaj,Pulsar,2026-01-01,2026-08-20 12:14:49,L-000151,"Warehouse Zone, Salem",REGISTERED,ACTIVE,
VREC-008534,V-000429,DL-57-AR-3827,P-001784,CAR,Maruti,Nexon,2026-01-01,2026-05-05 02:09:48,L-000148,"Highway Junction, Madurai",SEEN,ACTIVE,CR-2026-2015
VREC-008535,V-000417,WB-78-QP-4664,P-000077,BIKE,TVS,Shine,2026-01-01,2026-03-06 00:07:56,L-000008,"Bus Stand, Hosur",REGISTERED,INACTIVE,CR-2026-2013
VREC-008536,V-000065,DL-07-LO-7333,P-001480,VAN,Force,Eeco,2026-01-01,2026-02-06 23:09:56,L-000077,"Textile Market, Coimbatore",MOVED,ACTIVE,CR-2026-2011
VREC-008537,V-000208,KA-53-GH-7720,P-000723,BIKE,Yamaha,FZ,2026-01-01,2026-03-18 23:05:27,L-000151,"Warehouse Zone, Salem",SEEN,ACTIVE,
VREC-008538,V-000700,PB-96-HJ-5217,P-000367,VAN,Mahindra,Eeco,2026-01-01,2026-06-22 22:29:59,L-000020,"Residential Colony, Karur",MOVED,ACTIVE,
VREC-008539,V-000356,MP-24-FE-4507,P-000919,VAN,Tata,Eeco,2026-01-01,2026-08-06 00:37:33,L-000130,"Auto Nagar, Nagapattinam",MOVED,INACTIVE,
VREC-008540,V-000576,CG-65-IW-3053,P-001775,VAN,Tata,Winger,2026-01-01,2026-06-10 16:57:58,L-000163,"SIPCOT, Hosur",REGISTERED,ACTIVE,CR-2026-2018
VREC-008541,V-000076,TN-29-OF-9085,P-000985,CAR,Honda,Thar,2026-01-01,2026-03-04 05:59:54,L-000153,"University Road, Krishnagiri",MOVED,ACTIVE,CR-2026-2009
VREC-008542,V-000208,KA-53-GH-7720,P-000723,BIKE,Yamaha,FZ,2026-01-01,2026-06-27 05:01:11,L-000153,"University Road, Krishnagiri",MOVED,ACTIVE,CR-2026-2013
VREC-008543,V-000440,TN-57-AE-6538,P-000603,CAR,Hyundai,Verna,2026-01-01,2026-05-07 14:54:40,L-000054,"Warehouse Zone, Cuddalore",SEEN,ACTIVE,
VREC-008544,V-000352,CG-18-ME-1535,P-001348,CAR,Toyota,Swift,2026-01-01,2026-03-18 17:18:18,L-000081,"Textile Market, Karur",REGISTERED,ACTIVE,CR-2026-2013
VREC-008545,V-000280,RJ-26-LM-2781,P-001571,BIKE,Bajaj,Shine,2026-01-01,2026-03-26 19:11:06,L-000105,"Bypass, Tirunelveli",SEEN,ACTIVE,
VREC-008546,V-000053,MP-22-YI-9409,P-001972,VAN,Maruti,Trax,2026-01-01,2026-05-16 03:06:25,L-000059,"IT Park, Chennai",MOVED,ACTIVE,
VREC-008547,V-000204,KA-01-VI-5024,P-000431,CAR,Honda,Nexon,2026-01-01,2026-05-29 00:13:56,L-000020,"Residential Colony, Karur",SEEN,ACTIVE,
VREC-008548,V-000376,MH-15-GF-2934,P-000456,VAN,Force,Trax,2026-01-01,2026-06-06 10:56:16,L-000114,"Ring Road, Thanjavur",MOVED,ACTIVE,
VREC-008549,V-000227,KA-78-GH-2497,P-001952,BIKE,TVS,Shine,2026-01-01,2026-08-24 20:29:47,L-000192,"Bypass, Cuddalore",REGISTERED,ACTIVE,CR-2026-2007
VREC-008550,V-000468,BR-40-YK-4616,P-001232,CAR,Toyota,Innova,2026-01-01,2026-03-14 02:22:20,L-000174,"Warehouse Zone, Thanjavur",REGISTERED,ACTIVE,CR-2026-2013
VREC-008551,V-000046,WB-47-BY-4745,P-001321,CAR,Hyundai,Swift,2026-01-01,2026-08-05 11:53:14,L-000033,"Old Town, Erode",REGISTERED,INACTIVE,
VREC-008552,V-000381,HR-49-KG-9784,P-000098,CAR,Hyundai,Thar,2026-01-01,2026-01-12 11:50:04,L-000092,"Old Town, Cuddalore",SEEN,ACTIVE,
VREC-008553,V-000006,CG-28-DF-7354,P-000965,BIKE,Yamaha,Pulsar,2026-01-01,2026-08-05 20:39:06,L-000153,"University Road, Krishnagiri",MOVED,INACTIVE,
VREC-008554,V-000196,RJ-88-IK-1490,P-001496,CAR,Maruti,Swift,2026-01-01,2026-01-29 20:38:58,L-000149,"Residential Colony, Cuddalore",MOVED,ACTIVE,
VREC-008555,V-000216,HR-28-DJ-5126,P-001941,CAR,Maruti,Thar,2026-01-01,2026-08-18 09:22:46,L-000043,"Textile Market, Karur",MOVED,ACTIVE,
VREC-008556,V-000503,TS-76-OF-9543,P-000711,CAR,Toyota,Swift,2026-01-01,2026-03-16 17:27:05,L-000081,"Textile Market, Karur",MOVED,ACTIVE,
VREC-008557,V-000186,MP-58-FT-9730,P-001446,BIKE,TVS,Shine,2026-01-01,2026-06-12 00:40:33,L-000022,"IT Park, Madurai",MOVED,ACTIVE,
VREC-008558,V-000286,MH-51-JQ-1704,P-000607,TRUCK,Ashok Leyland,3223,2026-01-01,2026-03-24 04:11:15,L-000016,"University Road, Karur",SEEN,INACTIVE,
VREC-008559,V-000666,MH-45-RV-3527,P-001126,VAN,Tata,Winger,2026-01-01,2026-07-03 17:09:38,L-000021,"Old Town, Coimbatore",SEEN,ACTIVE,CR-2026-2016
VREC-008560,V-000640,KL-88-AA-9751,P-000671,BIKE,Bajaj,Shine,2026-01-01,2026-07-15 07:18:06,L-000147,"Port Area, Tiruchirappalli",SEEN,ACTIVE,
VREC-008561,V-000311,WB-83-FV-4890,P-000963,CAR,Honda,Nexon,2026-01-01,2026-04-16 04:00:58,L-000013,"Railway Station, Hosur",REGISTERED,ACTIVE,
VREC-008562,V-000507,AP-09-WQ-7323,P-000507,BIKE,Honda,Pulsar,2026-01-01,2026-01-21 19:53:31,L-000021,"Old Town, Coimbatore",SEEN,ACTIVE,
VREC-008563,V-000357,HR-42-VS-2234,P-001882,BIKE,TVS,FZ,2026-01-01,2026-02-06 02:45:14,L-000115,"Port Area, Vellore",MOVED,ACTIVE,
VREC-008564,V-000474,TN-50-AD-2295,P-001925,CAR,Honda,Swift,2026-01-01,2026-04-02 23:27:43,L-000050,"Port Area, Madurai",SEEN,ACTIVE,
VREC-008565,V-000395,KA-32-BD-1276,P-001335,BIKE,Honda,Shine,2026-01-01,2026-07-29 22:49:55,L-000114,"Ring Road, Thanjavur",SEEN,ACTIVE,CR-2026-2014
VREC-008566,V-000096,RJ-89-PZ-8413,P-001396,CAR,Toyota,Nexon,2026-01-01,2026-05-11 18:16:07,L-000130,"Auto Nagar, Nagapattinam",MOVED,ACTIVE,
VREC-008567,V-000041,GJ-32-WJ-4782,P-000873,CAR,Mahindra,Swift,2026-01-01,2026-01-21 06:38:25,L-000129,"Warehouse Zone, Nagercoil",REGISTERED,ACTIVE,
VREC-008568,V-000187,HR-23-TZ-8292,P-000643,CAR,Tata,Innova,2026-01-01,2026-05-01 10:08:02,L-000102,"Industrial Estate, Hosur",SEEN,ACTIVE,
VREC-008569,V-000020,UP-88-VL-9892,P-001052,BIKE,TVS,Shine,2026-01-01,2026-01-25 15:10:03,L-000181,"Highway Junction, Chennai",MOVED,ACTIVE,CR-2026-2019
VREC-008570,V-000635,WB-51-JO-3977,P-001454,CAR,Hyundai,Swift,2026-01-01,2026-04-09 11:50:33,L-000015,"SIPCOT, Kanniyakumari",REGISTERED,INACTIVE,
VREC-008571,V-000247,GJ-38-XB-2897,P-001856,CAR,Toyota,Swift,2026-01-01,2026-06-25 00:03:20,L-000147,"Port Area, Tiruchirappalli",MOVED,ACTIVE,
VREC-008572,V-000572,MP-79-TF-9936,P-000264,CAR,Hyundai,Nexon,2026-01-01,2026-01-05 03:43:49,L-000080,"Industrial Estate, Kanniyakumari",REGISTERED,ACTIVE,
VREC-008573,V-000525,AP-39-CR-1095,P-001173,VAN,Mahindra,Winger,2026-01-01,2026-01-20 09:15:41,L-000083,"Auto Nagar, Hosur",REGISTERED,ACTIVE,CR-2026-2008
VREC-008574,V-000048,HR-36-FH-7708,P-001921,CAR,Toyota,Swift,2026-01-01,2026-07-09 16:53:09,L-000052,"Bus Stand, Erode",SEEN,ACTIVE,
VREC-008575,V-000516,WB-48-JC-2479,P-000788,VAN,Tata,Supro,2026-01-01,2026-01-27 00:35:33,L-000037,"Port Area, Karur",MOVED,ACTIVE,
VREC-008576,V-000256,UP-23-GD-4030,P-001235,VAN,Tata,Supro,2026-01-01,2026-06-05 00:10:11,L-000123,"Old Town, Krishnagiri",SEEN,ACTIVE,CR-2026-2012
VREC-008577,V-000535,MP-53-IB-8526,P-000236,CAR,Hyundai,Nexon,2026-01-01,2026-03-26 07:43:30,L-000049,"Technology Park, Nagercoil",REGISTERED,ACTIVE,
VREC-008578,V-000396,BR-48-NZ-6050,P-001437,BIKE,Hero,Shine,2026-01-01,2026-02-03 19:05:37,L-000153,"University Road, Krishnagiri",SEEN,ACTIVE,
VREC-008579,V-000653,UP-16-GM-6666,P-000503,CAR,Hyundai,Innova,2026-01-01,2026-04-30 04:53:10,L-000020,"Residential Colony, Karur",MOVED,ACTIVE,
VREC-008580,V-000292,RJ-70-VK-7691,P-000084,CAR,Hyundai,Innova,2026-01-01,2026-01-07 12:31:32,L-000185,"Bypass, Vellore",SEEN,ACTIVE,CR-2026-2003
VREC-008581,V-000096,RJ-89-PZ-8413,P-000831,CAR,Toyota,Nexon,2026-01-01,2026-08-05 04:13:56,L-000152,"Warehouse Zone, Coimbatore",SEEN,ACTIVE,
VREC-008582,V-000386,UP-92-VS-6656,P-000835,CAR,Honda,Innova,2026-01-01,2026-05-08 20:29:21,L-000077,"Textile Market, Coimbatore",MOVED,ACTIVE,CR-2026-2009
VREC-008583,V-000034,TS-53-HH-8528,P-000580,BIKE,TVS,Apache,2026-01-01,2026-04-14 18:17:29,L-000009,"Highway Junction, Krishnagiri",MOVED,ACTIVE,
VREC-008584,V-000230,KL-60-QN-9592,P-001036,VAN,Maruti,Winger,2026-01-01,2026-04-14 03:53:37,L-000105,"Bypass, Tirunelveli",SEEN,ACTIVE,CR-2026-2015
VREC-008585,V-000533,HR-65-EA-3318,P-000549,CAR,Tata,Thar,2026-01-01,2026-07-21 04:41:56,L-000066,"Grain Market, Nagercoil",MOVED,ACTIVE,
VREC-008586,V-000591,AP-24-GN-3756,P-001868,CAR,Toyota,City,2026-01-01,2026-07-22 09:00:53,L-000036,"Port Area, Dindigul",SEEN,ACTIVE,CR-2026-2015
VREC-008587,V-000374,AP-74-NP-2354,P-001384,CAR,Toyota,Thar,2026-01-01,2026-01-19 03:14:49,L-000134,"Technology Park, Salem",REGISTERED,ACTIVE,
VREC-008588,V-000577,PB-40-SW-7143,P-001736,VAN,Maruti,Eeco,2026-01-01,2026-04-23 15:07:03,L-000037,"Port Area, Karur",REGISTERED,ACTIVE,CR-2026-2018
VREC-008589,V-000429,DL-57-AR-3827,P-000416,CAR,Maruti,Nexon,2026-01-01,2026-03-01 21:10:16,L-000188,"Railway Station, Chennai",MOVED,ACTIVE,
VREC-008590,V-000012,PB-64-YC-8090,P-001249,BIKE,Honda,Pulsar,2026-01-01,2026-08-15 15:25:20,L-000188,"Railway Station, Chennai",MOVED,ACTIVE,
VREC-008591,V-000214,PB-93-FQ-6038,P-001768,CAR,Hyundai,Swift,2026-01-01,2026-02-27 10:06:49,L-000090,"Warehouse Zone, Salem",REGISTERED,ACTIVE,
VREC-008592,V-000395,KA-32-BD-1276,P-000282,BIKE,Honda,Shine,2026-01-01,2026-01-05 11:59:54,L-000157,"University Road, Chennai",REGISTERED,ACTIVE,
VREC-008593,V-000076,TN-29-OF-9085,P-000173,CAR,Honda,Thar,2026-01-01,2026-08-12 01:24:40,L-000167,"Old Town, Dindigul",MOVED,ACTIVE,
VREC-008594,V-000240,KA-47-UA-6529,P-000681,CAR,Mahindra,Thar,2026-01-01,2026-05-09 00:22:48,L-000119,"SIPCOT, Krishnagiri",SEEN,ACTIVE,
VREC-008595,V-000066,PB-46-QR-8816,P-001607,CAR,Mahindra,Swift,2026-01-01,2026-01-05 23:11:39,L-000104,"Bypass, Tiruchirappalli",REGISTERED,ACTIVE,
VREC-008596,V-000413,CG-86-OD-5133,P-001094,CAR,Honda,City,2026-01-01,2026-04-08 22:43:30,L-000012,"Bus Stand, Madurai",MOVED,ACTIVE,
VREC-008597,V-000259,BR-23-XG-6070,P-001741,BIKE,TVS,FZ,2026-01-01,2026-01-23 04:23:49,L-000170,"Bus Stand, Karur",MOVED,ACTIVE,
VREC-008598,V-000080,CG-93-MB-5920,P-000513,VAN,Mahindra,Eeco,2026-01-01,2026-01-07 01:33:10,L-000012,"Bus Stand, Madurai",MOVED,ACTIVE,
VREC-008599,V-000135,MH-90-IM-3507,P-000196,CAR,Mahindra,Swift,2026-01-01,2026-05-09 01:07:14,L-000146,"Ring Road, Tiruchirappalli",REGISTERED,ACTIVE,
VREC-008600,V-000675,TN-48-CN-5385,P-001198,CAR,Toyota,City,2026-01-01,2026-08-13 20:43:44,L-000160,"Industrial Estate, Thoothukudi",SEEN,ACTIVE,CR-2026-2003
VREC-008601,V-000046,WB-47-BY-4745,P-001321,CAR,Hyundai,Swift,2026-01-01,2026-06-06 08:01:18,L-000116,"Highway Junction, Vellore",MOVED,ACTIVE,
VREC-008602,V-000007,MH-86-EQ-3382,P-000524,VAN,Maruti,Trax,2026-01-01,2026-05-24 19:18:53,L-000009,"Highway Junction, Krishnagiri",MOVED,ACTIVE,CR-2026-2001
VREC-008603,V-000676,MP-43-NI-1277,P-001475,BIKE,Bajaj,FZ,2026-01-01,2026-02-22 08:37:42,L-000016,"University Road, Karur",SEEN,ACTIVE,
VREC-008604,V-000342,HR-72-XF-2644,P-000028,CAR,Tata,Innova,2026-01-01,2026-05-30 18:37:16,L-000086,"Old Town, Kanniyakumari",SEEN,ACTIVE,
VREC-008605,V-000510,TS-71-JK-4997,P-000797,BIKE,Bajaj,FZ,2026-01-01,2026-07-05 21:29:29,L-000138,"Port Area, Madurai",REGISTERED,ACTIVE,
VREC-008606,V-000008,TN-73-FH-7774,P-001725,VAN,Mahindra,Winger,2026-01-01,2026-05-15 17:13:22,L-000147,"Port Area, Tiruchirappalli",MOVED,ACTIVE,CR-2026-2017
VREC-008607,V-000552,HR-05-XN-8336,P-001323,CAR,Toyota,Verna,2026-01-01,2026-04-16 18:19:09,L-000146,"Ring Road, Tiruchirappalli",SEEN,ACTIVE,
VREC-008608,V-000633,PB-48-AR-1129,P-001265,BIKE,Yamaha,Splendor,2026-01-01,2026-07-22 12:50:59,L-000015,"SIPCOT, Kanniyakumari",SEEN,ACTIVE,
VREC-008609,V-000027,WB-41-DE-3967,P-000172,CAR,Maruti,Swift,2026-01-01,2026-07-14 15:02:58,L-000092,"Old Town, Cuddalore",MOVED,ACTIVE,
VREC-008610,V-000543,MP-88-AA-8927,P-000343,CAR,Honda,City,2026-01-01,2026-06-09 20:23:48,L-000096,"Warehouse Zone, Tiruchirappalli",MOVED,ACTIVE,CR-2026-2012
VREC-008611,V-000194,TS-90-UC-9486,P-001800,CAR,Mahindra,Swift,2026-01-01,2026-01-17 03:22:53,L-000096,"Warehouse Zone, Tiruchirappalli",MOVED,ACTIVE,CR-2026-2007
VREC-008612,V-000030,GJ-37-NH-4776,P-000413,CAR,Toyota,Innova,2026-01-01,2026-04-04 21:47:04,L-000173,"Technology Park, Madurai",REGISTERED,ACTIVE,
VREC-008613,V-000628,CG-52-AL-5375,P-001135,CAR,Mahindra,City,2026-01-01,2026-08-07 21:36:17,L-000130,"Auto Nagar, Nagapattinam",MOVED,ACTIVE,
VREC-008614,V-000243,WB-78-CY-1446,P-001370,CAR,Honda,Thar,2026-01-01,2026-05-04 00:49:47,L-000044,"Old Town, Cuddalore",REGISTERED,ACTIVE,
VREC-008615,V-000176,TS-06-PW-5539,P-002000,BIKE,Bajaj,Shine,2026-01-01,2026-01-28 14:41:10,L-000034,"Technology Park, Erode",REGISTERED,ACTIVE,
VREC-008616,V-000633,PB-48-AR-1129,P-001265,BIKE,Yamaha,Splendor,2026-01-01,2026-01-11 15:48:00,L-000077,"Textile Market, Coimbatore",MOVED,ACTIVE,
VREC-008617,V-000230,KL-60-QN-9592,P-000967,VAN,Maruti,Winger,2026-01-01,2026-01-13 09:41:40,L-000041,"Grain Market, Vellore",REGISTERED,ACTIVE,
VREC-008618,V-000237,MH-97-NG-3795,P-001076,VAN,Tata,Winger,2026-01-01,2026-01-31 09:20:15,L-000157,"University Road, Chennai",REGISTERED,ACTIVE,
VREC-008619,V-000234,UP-51-LT-6665,P-001223,CAR,Maruti,Swift,2026-01-01,2026-02-23 07:43:22,L-000063,"Market Road, Erode",SEEN,ACTIVE,
VREC-008620,V-000326,PB-12-KJ-8433,P-000104,CAR,Tata,Verna,2026-01-01,2026-06-08 17:09:11,L-000109,"IT Park, Erode",MOVED,ACTIVE,
VREC-008621,V-000643,RJ-56-QZ-8547,P-001939,CAR,Honda,City,2026-01-01,2026-05-16 22:54:30,L-000154,"Bypass, Cuddalore",REGISTERED,ACTIVE,
VREC-008622,V-000182,KL-93-XG-7007,P-001614,BIKE,Hero,Shine,2026-01-01,2026-03-07 00:40:20,L-000021,"Old Town, Coimbatore",SEEN,ACTIVE,CR-2026-2019
VREC-008623,V-000296,AP-49-RE-2382,P-001850,BIKE,TVS,Apache,2026-01-01,2026-05-03 15:06:54,L-000121,"Residential Colony, Nagercoil",SEEN,ACTIVE,
VREC-008624,V-000290,UP-34-QN-3811,P-000795,BIKE,Hero,Shine,2026-01-01,2026-01-20 20:49:04,L-000183,"Grain Market, Chennai",SEEN,ACTIVE,
VREC-008625,V-000620,RJ-50-EN-2924,P-001257,CAR,Hyundai,Nexon,2026-01-01,2026-04-20 13:48:13,L-000157,"University Road, Chennai",REGISTERED,INACTIVE,
VREC-008626,V-000596,KA-97-YK-4872,P-000852,BIKE,Yamaha,Apache,2026-01-01,2026-05-29 12:44:32,L-000134,"Technology Park, Salem",REGISTERED,ACTIVE,CR-2026-2003
VREC-008627,V-000291,BR-30-YN-4795,P-001465,VAN,Tata,Eeco,2026-01-01,2026-03-26 05:48:52,L-000085,"Warehouse Zone, Thanjavur",SEEN,ACTIVE,
VREC-008628,V-000082,MH-13-WR-9287,P-000888,CAR,Honda,Thar,2026-01-01,2026-02-09 10:46:28,L-000097,"Technology Park, Coimbatore",MOVED,ACTIVE,
VREC-008629,V-000647,AP-15-IB-1764,P-000562,TRUCK,Eicher,LP 1613,2026-01-01,2026-07-12 00:49:40,L-000016,"University Road, Karur",MOVED,ACTIVE,
VREC-008630,V-000642,TN-72-IK-3562,P-001302,CAR,Honda,Nexon,2026-01-01,2026-08-14 00:43:12,L-000166,"Old Town, Thoothukudi",MOVED,ACTIVE,CR-2026-2005
VREC-008631,V-000028,TN-36-DR-9769,P-000766,CAR,Maruti,City,2026-01-01,2026-02-03 20:31:42,L-000056,"Warehouse Zone, Nagercoil",MOVED,ACTIVE,CR-2026-2005
VREC-008632,V-000591,AP-24-GN-3756,P-001868,CAR,Toyota,City,2026-01-01,2026-01-14 22:25:19,L-000132,"Market Road, Karur",MOVED,ACTIVE,
VREC-008633,V-000102,KA-47-FM-4137,P-000678,CAR,Maruti,Swift,2026-01-01,2026-04-12 19:45:16,L-000072,"Warehouse Zone, Erode",MOVED,INACTIVE,
VREC-008634,V-000043,DL-47-MA-9043,P-001697,CAR,Mahindra,Thar,2026-01-01,2026-08-01 14:04:15,L-000043,"Textile Market, Karur",REGISTERED,ACTIVE,
VREC-008635,V-000354,RJ-92-OD-8680,P-000975,CAR,Mahindra,City,2026-01-01,2026-08-11 07:17:14,L-000054,"Warehouse Zone, Cuddalore",MOVED,ACTIVE,
VREC-008636,V-000004,AP-15-QV-5356,P-001362,BIKE,Bajaj,Splendor,2026-01-01,2026-04-01 04:34:20,L-000187,"Highway Junction, Thoothukudi",REGISTERED,ACTIVE,CR-2026-2013
VREC-008637,V-000523,BR-49-AW-4878,P-000708,CAR,Maruti,Verna,2026-01-01,2026-02-22 13:50:21,L-000009,"Highway Junction, Krishnagiri",REGISTERED,ACTIVE,CR-2026-2003
VREC-008638,V-000667,DL-52-BM-3998,P-000786,VAN,Mahindra,Winger,2026-01-01,2026-04-24 02:51:43,L-000110,"Textile Market, Tirunelveli",REGISTERED,ACTIVE,
VREC-008639,V-000056,KA-09-ME-1009,P-001015,CAR,Toyota,Thar,2026-01-01,2026-02-06 17:11:03,L-000138,"Port Area, Madurai",MOVED,ACTIVE,
VREC-008640,V-000140,TN-92-RS-9946,P-001511,CAR,Toyota,City,2026-01-01,2026-06-09 07:57:29,L-000023,"Bus Stand, Kanniyakumari",REGISTERED,ACTIVE,CR-2026-2016
VREC-008641,V-000334,KA-42-YS-9297,P-000605,CAR,Mahindra,Innova,2026-01-01,2026-05-30 02:43:56,L-000009,"Highway Junction, Krishnagiri",SEEN,ACTIVE,
VREC-008642,V-000507,AP-09-WQ-7323,P-000507,BIKE,Honda,Pulsar,2026-01-01,2026-05-12 12:38:04,L-000024,"Bus Stand, Tiruchirappalli",MOVED,ACTIVE,CR-2026-2011
VREC-008643,V-000559,KL-11-DO-9315,P-001547,TRUCK,Ashok Leyland,Truck 3520,2026-01-01,2026-01-21 11:36:25,L-000050,"Port Area, Madurai",REGISTERED,ACTIVE,
VREC-008644,V-000327,KL-28-XF-6998,P-000403,BIKE,TVS,Shine,2026-01-01,2026-03-04 02:42:18,L-000147,"Port Area, Tiruchirappalli",SEEN,ACTIVE,
VREC-008645,V-000630,GJ-93-YU-6496,P-000863,TRUCK,Eicher,LP 1613,2026-01-01,2026-02-03 18:25:05,L-000193,"Grain Market, Tirunelveli",MOVED,ACTIVE,
VREC-008646,V-000479,GJ-22-UZ-7963,P-001337,CAR,Honda,Swift,2026-01-01,2026-06-10 12:18:46,L-000171,"Warehouse Zone, Coimbatore",SEEN,ACTIVE,
VREC-008647,V-000033,TN-74-XT-5419,P-000305,VAN,Maruti,Eeco,2026-01-01,2026-03-30 07:42:33,L-000065,"Textile Market, Coimbatore",REGISTERED,ACTIVE,CR-2026-2011
VREC-008648,V-000617,PB-98-ZI-5923,P-001067,BIKE,Honda,Shine,2026-01-01,2026-04-29 01:35:16,L-000072,"Warehouse Zone, Erode",REGISTERED,ACTIVE,CR-2026-2011
VREC-008649,V-000227,KA-78-GH-2497,P-001952,BIKE,TVS,Shine,2026-01-01,2026-01-10 06:55:26,L-000033,"Old Town, Erode",SEEN,ACTIVE,
VREC-008650,V-000121,PB-40-RW-9989,P-001197,BIKE,Bajaj,Apache,2026-01-01,2026-03-05 13:45:38,L-000082,"Highway Junction, Nagercoil",MOVED,ACTIVE,CR-2026-2018
VREC-008651,V-000026,GJ-07-NU-9020,P-001407,BIKE,Honda,Shine,2026-01-01,2026-04-24 05:19:44,L-000021,"Old Town, Coimbatore",MOVED,ACTIVE,
VREC-008652,V-000693,MP-05-AN-5002,P-001682,CAR,Honda,Verna,2026-01-01,2026-02-16 21:29:17,L-000047,"Industrial Estate, Salem",REGISTERED,ACTIVE,
VREC-008653,V-000210,TN-08-IZ-1769,P-001192,TRUCK,Bharat Benz,Pro 3015,2026-01-01,2026-06-30 05:05:32,L-000159,"Residential Colony, Cuddalore",MOVED,ACTIVE,
VREC-008654,V-000449,PB-64-EI-3040,P-001278,BIKE,Honda,Splendor,2026-01-01,2026-03-07 16:38:06,L-000031,"Highway Junction, Dindigul",SEEN,ACTIVE,
VREC-008655,V-000005,MH-41-HP-4498,P-000556,CAR,Mahindra,Thar,2026-01-01,2026-02-26 14:02:48,L-000155,"Grain Market, Cuddalore",REGISTERED,ACTIVE,CR-2026-2009
VREC-008656,V-000144,RJ-76-RZ-5056,P-000311,CAR,Hyundai,Verna,2026-01-01,2026-06-29 03:30:27,L-000157,"University Road, Chennai",SEEN,ACTIVE,
VREC-008657,V-000096,RJ-89-PZ-8413,P-000831,CAR,Toyota,Nexon,2026-01-01,2026-06-26 03:31:06,L-000043,"Textile Market, Karur",REGISTERED,ACTIVE,
VREC-008658,V-000296,AP-49-RE-2382,P-000097,BIKE,TVS,Apache,2026-01-01,2026-01-24 16:59:04,L-000165,"Ring Road, Krishnagiri",MOVED,ACTIVE,
VREC-008659,V-000370,TS-50-UC-6254,P-001810,CAR,Maruti,Nexon,2026-01-01,2026-04-30 19:10:49,L-000143,"Industrial Estate, Karur",MOVED,ACTIVE,CR-2026-2010
VREC-008660,V-000459,DL-32-WM-1728,P-000427,CAR,Maruti,Thar,2026-01-01,2026-05-30 03:27:39,L-000020,"Residential Colony, Karur",MOVED,INACTIVE,CR-2026-2008
VREC-008661,V-000285,GJ-76-BX-3763,P-001329,VAN,Mahindra,Eeco,2026-01-01,2026-05-18 07:54:01,L-000105,"Bypass, Tirunelveli",MOVED,ACTIVE,
