fir_id,case_id,fir_date,incident_date,incident_type,description,location_id,location,jurisdiction,victim_id,complainant_id,primary_person_id,investigator_id,status,severity
FIR-000754,CR-2026-2012,2026-08-26 07:47:19,2026-08-23 08:47:19,THEFT,Fictional theft incident tied to Synthetic Illegal Trade probe 12.,L-000077,"Textile Market, Coimbatore",CEN-CRIME-UNIT-03,P-001239,P-001951,P-000472,INV-0002,UNDER_REVIEW,LOW
FIR-000755,CR-2026-2017,2026-02-10 00:56:50,2026-02-09 07:56:50,ASSAULT,Fictional assault incident tied to Synthetic Logistics Crime probe 17.,L-000035,"Highway Junction, Kanniyakumari",NARC-BUREAU-01,P-000562,P-000933,P-001972,INV-0131,CLOSED,CRITICAL
FIR-000756,CR-2026-2008,2026-03-31 00:43:05,2026-03-29 03:43:05,ASSAULT,Fictional assault incident tied to Synthetic Financial Fraud probe 08.,L-000034,"Technology Park, Erode",SOUTH-POL-SEC,P-001263,P-000056,P-000652,INV-0122,UNDER_REVIEW,HIGH
FIR-000757,CR-2026-2014,2026-05-09 13:51:12,2026-05-08 01:51:12,SMUGGLING,Fictional smuggling incident tied to Synthetic Logistics Crime probe 14.,L-000184,"Market Road, Madurai",CEN-CRIME-UNIT-03,P-001995,P-000551,P-001706,INV-0037,CLOSED,MEDIUM
FIR-000758,CR-2026-2001,2026-09-02 22:48:20,2026-08-31 22:48:20,ASSAULT,Fictional assault incident tied to Synthetic Cyber Fraud probe 01.,L-000165,"Ring Road, Krishnagiri",NARC-BUREAU-01,P-000464,P-001884,P-000626,INV-0091,UNDER_REVIEW,HIGH
FIR-000759,CR-2026-2012,2026-04-09 12:13:47,2026-04-07 03:13:47,THEFT,Fictional theft incident tied to Synthetic Illegal Trade probe 12.,L-000121,"Residential Colony, Nagercoil",FIN-CRIME-CELL,P-000488,P-000615,P-000968,INV-0157,UNDER_REVIEW,MEDIUM
FIR-000760,CR-2026-2010,2026-03-03 13:20:25,2026-03-02 03:20:25,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Vehicle Theft probe 10.,L-000016,"University Road, Karur",CEN-CRIME-UNIT-03,P-001710,P-001625,P-001273,INV-0040,CLOSED,MEDIUM
FIR-000761,CR-2026-2004,2026-04-01 14:51:52,2026-03-30 06:51:52,SMUGGLING,Fictional smuggling incident tied to Synthetic Cyber Fraud probe 04.,L-000114,"Ring Road, Thanjavur",SOUTH-POL-SEC,P-000064,P-001371,P-001371,INV-0058,CLOSED,HIGH
FIR-000762,CR-2026-2018,2026-06-12 07:08:52,2026-06-11 08:08:52,SMUGGLING,Fictional smuggling incident tied to Synthetic Human Trafficking probe 18.,L-000180,"SIPCOT, Vellore",WEST-INV-DIV,P-000529,P-000175,P-001436,INV-0074,OPEN,HIGH
FIR-000763,CR-2026-2019,2026-04-24 22:01:48,2026-04-22 15:01:48,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Financial Fraud probe 19.,L-000052,"Bus Stand, Erode",CEN-CRIME-UNIT-03,P-000804,P-001949,P-001910,INV-0018,CLOSED,LOW
FIR-000764,CR-2026-2016,2026-02-11 10:17:51,2026-02-10 08:17:51,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Phone Fraud probe 16.,L-000135,"Market Road, Kanniyakumari",NORTH-POL-SEC,P-000092,P-001231,P-000938,INV-0124,UNDER_REVIEW,HIGH
FIR-000765,CR-2026-2002,2026-07-24 13:23:05,2026-07-22 21:23:05,EXTORTION,Fictional extortion incident tied to Synthetic Phone Fraud probe 02.,L-000089,"Ring Road, Krishnagiri",NORTH-POL-SEC,P-000504,P-000193,P-001658,INV-0131,OPEN,HIGH
FIR-000766,CR-2026-2015,2026-08-06 15:50:47,2026-08-04 03:50:47,SMUGGLING,Fictional smuggling incident tied to Synthetic Cyber Fraud probe 15.,L-000023,"Bus Stand, Kanniyakumari",CEN-CRIME-UNIT-01,P-001773,P-001166,P-001166,INV-0046,CLOSED,MEDIUM
FIR-000767,CR-2026-2007,2026-04-17 10:24:57,2026-04-14 13:24:57,ASSAULT,Fictional assault incident tied to Synthetic Cyber Fraud probe 07.,L-000090,"Warehouse Zone, Salem",CEN-CRIME-UNIT-02,P-001689,P-001278,P-001298,INV-0132,CLOSED,HIGH
FIR-000768,CR-2026-2020,2026-08-24 14:07:23,2026-08-23 20:07:23,THEFT,Fictional theft incident tied to Synthetic Human Trafficking probe 20.,L-000052,"Bus Stand, Erode",FIN-CRIME-CELL,P-000694,P-001817,P-001357,INV-0040,OPEN,HIGH
FIR-000769,CR-2026-2006,2026-01-13 06:12:38,2026-01-12 08:12:38,THEFT,Fictional theft incident tied to Synthetic Logistics Crime probe 06.,L-000051,"Port Area, Nagapattinam",NORTH-POL-SEC,P-000080,P-000689,P-000689,INV-0050,OPEN,MEDIUM
FIR-000770,CR-2026-2017,2026-08-12 12:57:34,2026-08-10 18:57:34,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Logistics Crime probe 17.,L-000147,"Port Area, Tiruchirappalli",FIN-CRIME-CELL,P-000922,P-001058,P-001207,INV-0081,OPEN,MEDIUM
FIR-000771,CR-2026-2003,2026-07-17 17:00:44,2026-07-16 10:00:44,ASSAULT,Fictional assault incident tied to Synthetic Gold Smuggling probe 03.,L-000012,"Bus Stand, Madurai",NORTH-POL-SEC,P-001115,P-000595,P-000635,INV-0005,CLOSED,MEDIUM
FIR-000772,CR-2026-2013,2026-04-11 00:13:18,2026-04-09 11:13:18,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Narcotics probe 13.,L-000009,"Highway Junction, Krishnagiri",WEST-INV-DIV,P-001490,P-000742,P-001935,INV-0131,OPEN,MEDIUM
FIR-000773,CR-2026-2010,2026-02-03 09:18:58,2026-02-01 16:18:58,ASSAULT,Fictional assault incident tied to Synthetic Vehicle Theft probe 10.,L-000153,"University Road, Krishnagiri",CYBER-CELL-01,P-001387,P-000034,P-000034,INV-0116,CLOSED,HIGH
FIR-000774,CR-2026-2001,2026-05-15 09:18:30,2026-05-15 02:18:30,SMUGGLING,Fictional smuggling incident tied to Synthetic Cyber Fraud probe 01.,L-000136,"Bus Stand, Dindigul",CEN-CRIME-UNIT-02,P-000464,P-001884,P-000464,INV-0047,OPEN,CRITICAL
FIR-000775,CR-2026-2009,2026-01-17 12:44:44,2026-01-16 06:44:44,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Gold Smuggling probe 09.,L-000077,"Textile Market, Coimbatore",CEN-CRIME-UNIT-01,P-001168,P-000355,P-001588,INV-0002,OPEN,HIGH
FIR-000776,CR-2026-2015,2026-03-18 19:03:16,2026-03-17 18:03:16,EXTORTION,Fictional extortion incident tied to Synthetic Cyber Fraud probe 15.,L-000089,"Ring Road, Krishnagiri",CYBER-CELL-01,P-001294,P-001294,P-001801,INV-0077,UNDER_REVIEW,HIGH
FIR-000777,CR-2026-2017,2026-06-30 21:23:37,2026-06-30 12:23:37,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Logistics Crime probe 17.,L-000169,"University Road, Tirunelveli",SOUTH-POL-SEC,P-001206,P-001058,P-000922,INV-0125,OPEN,CRITICAL
FIR-000778,CR-2026-2020,2026-07-05 00:12:49,2026-07-04 14:12:49,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Human Trafficking probe 20.,L-000090,"Warehouse Zone, Salem",CYBER-CELL-01,P-000668,P-001817,P-000535,INV-0118,OPEN,MEDIUM
FIR-000779,CR-2026-2009,2026-04-05 15:34:07,2026-04-04 14:34:07,THEFT,Fictional theft incident tied to Synthetic Gold Smuggling probe 09.,L-000092,"Old Town, Cuddalore",NARC-BUREAU-01,P-001229,P-000344,P-001360,INV-0151,OPEN,HIGH
FIR-000780,CR-2026-2017,2026-01-22 12:10:39,2026-01-20 06:10:39,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Logistics Crime probe 17.,L-000119,"SIPCOT, Krishnagiri",NORTH-POL-SEC,P-001206,P-001914,P-000824,INV-0121,CLOSED,MEDIUM
FIR-000781,CR-2026-2005,2026-02-24 22:29:44,2026-02-22 00:29:44,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Financial Fraud probe 05.,L-000081,"Textile Market, Karur",NORTH-POL-SEC,P-001545,P-001231,P-001714,INV-0065,OPEN,HIGH
FIR-000782,CR-2026-2007,2026-06-12 18:09:16,2026-06-11 08:09:16,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Cyber Fraud probe 07.,L-000130,"Auto Nagar, Nagapattinam",WEST-INV-DIV,P-000367,P-001847,P-001863,INV-0126,OPEN,HIGH
FIR-000783,CR-2026-2007,2026-03-28 13:14:32,2026-03-27 22:14:32,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Cyber Fraud probe 07.,L-000091,"Industrial Estate, Nagapattinam",CEN-CRIME-UNIT-01,P-000790,P-001718,P-001298,INV-0114,OPEN,HIGH
FIR-000784,CR-2026-2012,2026-04-11 20:33:40,2026-04-09 10:33:40,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Illegal Trade probe 12.,L-000020,"Residential Colony, Karur",CYBER-CELL-01,P-001382,P-001060,P-000472,INV-0007,UNDER_REVIEW,MEDIUM
FIR-000785,CR-2026-2013,2026-06-11 22:44:53,2026-06-10 12:44:53,ASSAULT,Fictional assault incident tied to Synthetic Narcotics probe 13.,L-000052,"Bus Stand, Erode",CEN-CRIME-UNIT-03,P-001849,P-000583,P-001935,INV-0054,OPEN,CRITICAL
FIR-000786,CR-2026-2016,2026-02-24 17:39:07,2026-02-23 02:39:07,THEFT,Fictional theft incident tied to Synthetic Phone Fraud probe 16.,L-000079,"Warehouse Zone, Salem",EAST-INV-DIV,P-000430,P-000661,P-000092,INV-0123,OPEN,MEDIUM
FIR-000787,CR-2026-2009,2026-01-22 21:58:54,2026-01-20 02:58:54,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Gold Smuggling probe 09.,L-000105,"Bypass, Tirunelveli",CYBER-CELL-01,P-001919,P-000073,P-000073,INV-0113,OPEN,MEDIUM
FIR-000788,CR-2026-2011,2026-02-12 05:58:41,2026-02-12 00:58:41,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Narcotics probe 11.,L-000090,"Warehouse Zone, Salem",NARC-BUREAU-01,P-000870,P-000575,P-001050,INV-0153,OPEN,LOW
FIR-000789,CR-2026-2013,2026-02-16 06:59:24,2026-02-13 16:59:24,ASSAULT,Fictional assault incident tied to Synthetic Narcotics probe 13.,L-000102,"Industrial Estate, Hosur",CYBER-CELL-01,P-000742,P-000522,P-001590,INV-0072,CLOSED,MEDIUM
FIR-000790,CR-2026-2009,2026-06-06 14:59:26,2026-06-06 10:59:26,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Gold Smuggling probe 09.,L-000183,"Grain Market, Chennai",NORTH-POL-SEC,P-001960,P-000782,P-000355,INV-0151,OPEN,CRITICAL
FIR-000791,CR-2026-2011,2026-01-16 16:34:15,2026-01-14 15:34:15,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Narcotics probe 11.,L-000008,"Bus Stand, Hosur",CEN-CRIME-UNIT-01,P-000870,P-001339,P-000603,INV-0132,CLOSED,MEDIUM
FIR-000792,CR-2026-2017,2026-06-23 06:36:24,2026-06-21 07:36:24,SMUGGLING,Fictional smuggling incident tied to Synthetic Logistics Crime probe 17.,L-000121,"Residential Colony, Nagercoil",FIN-CRIME-CELL,P-000563,P-001972,P-000563,INV-0033,OPEN,HIGH
FIR-000793,CR-2026-2005,2026-08-22 14:16:02,2026-08-21 08:16:02,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Financial Fraud probe 05.,L-000141,"Textile Market, Salem",WEST-INV-DIV,P-000843,P-001231,P-001231,INV-0112,OPEN,LOW
FIR-000794,CR-2026-2007,2026-07-23 07:44:35,2026-07-20 08:44:35,ASSAULT,Fictional assault incident tied to Synthetic Cyber Fraud probe 07.,L-000114,"Ring Road, Thanjavur",CEN-CRIME-UNIT-01,P-001863,P-000367,P-001402,INV-0131,CLOSED,HIGH
FIR-000795,CR-2026-2014,2026-08-27 01:28:48,2026-08-25 14:28:48,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Logistics Crime probe 14.,L-000096,"Warehouse Zone, Tiruchirappalli",WEST-INV-DIV,P-001555,P-001706,P-001766,INV-0021,OPEN,CRITICAL
FIR-000796,CR-2026-2003,2026-01-21 11:17:18,2026-01-18 16:17:18,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Gold Smuggling probe 03.,L-000001,"Old Town, Erode",CEN-CRIME-UNIT-01,P-001620,P-001826,P-000635,INV-0015,OPEN,MEDIUM
FIR-000797,CR-2026-2002,2026-06-12 22:43:23,2026-06-12 10:43:23,SMUGGLING,Fictional smuggling incident tied to Synthetic Phone Fraud probe 02.,L-000023,"Bus Stand, Kanniyakumari",NORTH-POL-SEC,P-001622,P-000126,P-001661,INV-0052,OPEN,HIGH
FIR-000798,CR-2026-2018,2026-02-21 18:32:24,2026-02-19 12:32:24,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Human Trafficking probe 18.,L-000009,"Highway Junction, Krishnagiri",CEN-CRIME-UNIT-03,P-001775,P-000938,P-000902,INV-0037,CLOSED,LOW
FIR-000799,CR-2026-2009,2026-02-23 16:27:52,2026-02-22 19:27:52,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Gold Smuggling probe 09.,L-000025,"Textile Market, Nagapattinam",NARC-BUREAU-01,P-000475,P-001101,P-000783,INV-0053,CLOSED,CRITICAL
FIR-000800,CR-2026-2014,2026-06-27 23:13:27,2026-06-27 11:13:27,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Logistics Crime probe 14.,L-000056,"Warehouse Zone, Nagercoil",SOUTH-POL-SEC,P-000704,P-000676,P-001273,INV-0159,OPEN,MEDIUM
FIR-000801,CR-2026-2018,2026-07-08 00:53:12,2026-07-06 00:53:12,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Human Trafficking probe 18.,L-000135,"Market Road, Kanniyakumari",EAST-INV-DIV,P-001787,P-001197,P-001752,INV-0090,OPEN,HIGH
FIR-000802,CR-2026-2014,2026-01-12 01:17:01,2026-01-10 06:17:01,SMUGGLING,Fictional smuggling incident tied to Synthetic Logistics Crime probe 14.,L-000079,"Warehouse Zone, Salem",NORTH-POL-SEC,P-001682,P-001146,P-000922,INV-0018,CLOSED,HIGH
FIR-000803,CR-2026-2005,2026-05-07 03:28:58,2026-05-05 23:28:58,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Financial Fraud probe 05.,L-000165,"Ring Road, Krishnagiri",SOUTH-POL-SEC,P-001921,P-001656,P-001429,INV-0032,CLOSED,MEDIUM
FIR-000804,CR-2026-2017,2026-08-03 20:35:37,2026-08-03 03:35:37,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Logistics Crime probe 17.,L-000121,"Residential Colony, Nagercoil",NORTH-POL-SEC,P-001945,P-001635,P-001495,INV-0089,OPEN,HIGH
FIR-000805,CR-2026-2008,2026-04-15 11:41:05,2026-04-12 22:41:05,THEFT,Fictional theft incident tied to Synthetic Financial Fraud probe 08.,L-000102,"Industrial Estate, Hosur",EAST-INV-DIV,P-000372,P-000655,P-000548,INV-0035,CLOSED,HIGH
FIR-000806,CR-2026-2014,2026-05-20 00:03:26,2026-05-17 14:03:26,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Logistics Crime probe 14.,L-000020,"Residential Colony, Karur",CYBER-CELL-01,P-001183,P-000765,P-001747,INV-0045,OPEN,LOW
FIR-000807,CR-2026-2002,2026-07-24 18:12:20,2026-07-24 09:12:20,EXTORTION,Fictional extortion incident tied to Synthetic Phone Fraud probe 02.,L-000009,"Highway Junction, Krishnagiri",WEST-INV-DIV,P-001869,P-001479,P-000889,INV-0007,CLOSED,HIGH
FIR-000808,CR-2026-2002,2026-05-08 22:03:09,2026-05-06 09:03:09,SMUGGLING,Fictional smuggling incident tied to Synthetic Phone Fraud probe 02.,L-000102,"Industrial Estate, Hosur",WEST-INV-DIV,P-001506,P-000126,P-001506,INV-0156,OPEN,MEDIUM
FIR-000809,CR-2026-2003,2026-05-05 12:54:39,2026-05-02 21:54:39,EXTORTION,Fictional extortion incident tied to Synthetic Gold Smuggling probe 03.,L-000016,"University Road, Karur",EAST-INV-DIV,P-000635,P-000205,P-000193,INV-0123,CLOSED,CRITICAL
FIR-000810,CR-2026-2003,2026-04-12 02:27:25,2026-04-10 05:27:25,SMUGGLING,Fictional smuggling incident tied to Synthetic Gold Smuggling probe 03.,L-000197,"IT Park, Tirunelveli",NORTH-POL-SEC,P-000635,P-000595,P-001620,INV-0069,OPEN,MEDIUM
FIR-000811,CR-2026-2001,2026-08-12 23:44:04,2026-08-10 07:44:04,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Cyber Fraud probe 01.,L-000091,"Industrial Estate, Nagapattinam",NORTH-POL-SEC,P-001884,P-000981,P-000248,INV-0073,OPEN,HIGH
FIR-000812,CR-2026-2009,2026-02-06 14:05:16,2026-02-04 06:05:16,SMUGGLING,Fictional smuggling incident tied to Synthetic Gold Smuggling probe 09.,L-000141,"Textile Market, Salem",NORTH-POL-SEC,P-000360,P-001588,P-001229,INV-0151,UNDER_REVIEW,MEDIUM
FIR-000813,CR-2026-2014,2026-09-03 07:55:17,2026-09-01 12:55:17,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Logistics Crime probe 14.,L-000165,"Ring Road, Krishnagiri",CEN-CRIME-UNIT-02,P-000765,P-001183,P-000335,INV-0083,CLOSED,HIGH
FIR-000814,CR-2026-2016,2026-05-22 23:48:44,2026-05-21 17:48:44,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Phone Fraud probe 16.,L-000096,"Warehouse Zone, Tiruchirappalli",WEST-INV-DIV,P-000092,P-000673,P-000010,INV-0049,OPEN,HIGH
FIR-000815,CR-2026-2005,2026-05-20 18:07:41,2026-05-18 09:07:41,ASSAULT,Fictional assault incident tied to Synthetic Financial Fraud probe 05.,L-000099,"SIPCOT, Madurai",CYBER-CELL-01,P-001714,P-000187,P-001231,INV-0107,OPEN,HIGH
FIR-000816,CR-2026-2017,2026-08-25 18:24:51,2026-08-24 13:24:51,THEFT,Fictional theft incident tied to Synthetic Logistics Crime probe 17.,L-000110,"Textile Market, Tirunelveli",EAST-INV-DIV,P-001945,P-000824,P-000824,INV-0042,CLOSED,HIGH
FIR-000817,CR-2026-2006,2026-01-04 05:03:37,2026-01-02 08:03:37,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Logistics Crime probe 06.,L-000112,"Bus Stand, Salem",CYBER-CELL-01,P-001014,P-000584,P-000958,INV-0077,OPEN,CRITICAL
FIR-000818,CR-2026-2003,2026-01-29 08:16:16,2026-01-28 20:16:16,SMUGGLING,Fictional smuggling incident tied to Synthetic Gold Smuggling probe 03.,L-000044,"Old Town, Cuddalore",CEN-CRIME-UNIT-03,P-000205,P-001329,P-000635,INV-0154,OPEN,MEDIUM
FIR-000819,CR-2026-2012,2026-04-09 01:23:11,2026-04-06 18:23:11,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Illegal Trade probe 12.,L-000160,"Industrial Estate, Thoothukudi",EAST-INV-DIV,P-001060,P-000428,P-001382,INV-0129,OPEN,MEDIUM
FIR-000820,CR-2026-2020,2026-07-29 17:40:56,2026-07-28 19:40:56,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Human Trafficking probe 20.,L-000175,"Port Area, Tiruchirappalli",CEN-CRIME-UNIT-02,P-001112,P-001357,P-000668,INV-0018,OPEN,HIGH
FIR-000821,CR-2026-2017,2026-08-02 15:01:18,2026-07-31 23:01:18,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Logistics Crime probe 17.,L-000130,"Auto Nagar, Nagapattinam",EAST-INV-DIV,P-000563,P-001635,P-001058,INV-0039,OPEN,LOW
FIR-000822,CR-2026-2015,2026-08-15 15:17:37,2026-08-13 23:17:37,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Cyber Fraud probe 15.,L-000001,"Old Town, Erode",CEN-CRIME-UNIT-03,P-000017,P-001790,P-001728,INV-0138,OPEN,MEDIUM
FIR-000823,CR-2026-2008,2026-06-07 05:02:51,2026-06-06 17:02:51,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Financial Fraud probe 08.,L-000102,"Industrial Estate, Hosur",CEN-CRIME-UNIT-01,P-000548,P-000056,P-001263,INV-0032,UNDER_REVIEW,HIGH
FIR-000824,CR-2026-2014,2026-07-17 14:35:56,2026-07-16 06:35:56,EXTORTION,Fictional extortion incident tied to Synthetic Logistics Crime probe 14.,L-000191,"IT Park, Cuddalore",EAST-INV-DIV,P-001146,P-001273,P-001555,INV-0025,OPEN,HIGH
FIR-000825,CR-2026-2011,2026-01-18 13:16:00,2026-01-16 13:16:00,ASSAULT,Fictional assault incident tied to Synthetic Narcotics probe 11.,L-000162,"Industrial Estate, Thoothukudi",CEN-CRIME-UNIT-02,P-000260,P-000575,P-000776,INV-0073,OPEN,MEDIUM
FIR-000826,CR-2026-2016,2026-01-21 02:01:33,2026-01-19 01:01:33,SMUGGLING,Fictional smuggling incident tied to Synthetic Phone Fraud probe 16.,L-000018,"Bus Stand, Madurai",CEN-CRIME-UNIT-03,P-000092,P-000661,P-000256,INV-0056,OPEN,MEDIUM
FIR-000827,CR-2026-2006,2026-01-25 13:33:17,2026-01-24 23:33:17,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Logistics Crime probe 06.,L-000165,"Ring Road, Krishnagiri",CEN-CRIME-UNIT-01,P-000584,P-001272,P-000873,INV-0083,OPEN,LOW
FIR-000828,CR-2026-2009,2026-06-14 06:18:45,2026-06-12 23:18:45,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Gold Smuggling probe 09.,L-000021,"Old Town, Coimbatore",FIN-CRIME-CELL,P-000783,P-000786,P-001229,INV-0112,OPEN,CRITICAL
FIR-000829,CR-2026-2012,2026-05-17 03:20:58,2026-05-15 12:20:58,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Illegal Trade probe 12.,L-000178,"Bus Stand, Karur",SOUTH-POL-SEC,P-001382,P-000760,P-000488,INV-0012,OPEN,HIGH
FIR-000830,CR-2026-2001,2026-07-07 01:27:29,2026-07-04 19:27:29,EXTORTION,Fictional extortion incident tied to Synthetic Cyber Fraud probe 01.,L-000020,"Residential Colony, Karur",CEN-CRIME-UNIT-02,P-000602,P-000626,P-000602,INV-0020,CLOSED,HIGH
FIR-000831,CR-2026-2010,2026-02-18 02:59:06,2026-02-17 22:59:06,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Vehicle Theft probe 10.,L-000021,"Old Town, Coimbatore",WEST-INV-DIV,P-001710,P-001546,P-001546,INV-0006,UNDER_REVIEW,MEDIUM
FIR-000832,CR-2026-2009,2026-01-28 17:26:44,2026-01-27 01:26:44,SMUGGLING,Fictional smuggling incident tied to Synthetic Gold Smuggling probe 09.,L-000167,"Old Town, Dindigul",CYBER-CELL-01,P-000887,P-001299,P-000782,INV-0097,UNDER_REVIEW,HIGH
FIR-000833,CR-2026-2002,2026-04-03 08:26:44,2026-04-02 22:26:44,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Phone Fraud probe 02.,L-000020,"Residential Colony, Karur",SOUTH-POL-SEC,P-001503,P-000481,P-001936,INV-0148,UNDER_REVIEW,MEDIUM
FIR-000834,CR-2026-2005,2026-08-02 05:47:59,2026-07-30 13:47:59,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Financial Fraud probe 05.,L-000096,"Warehouse Zone, Tiruchirappalli",NORTH-POL-SEC,P-000900,P-000843,P-000631,INV-0103,CLOSED,MEDIUM
FIR-000835,CR-2026-2004,2026-07-22 23:33:18,2026-07-20 12:33:18,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Cyber Fraud probe 04.,L-000153,"University Road, Krishnagiri",NARC-BUREAU-01,P-001369,P-001788,P-001747,INV-0136,OPEN,HIGH
FIR-000836,CR-2026-2004,2026-07-11 23:22:28,2026-07-09 13:22:28,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Cyber Fraud probe 04.,L-000169,"University Road, Tirunelveli",NORTH-POL-SEC,P-001133,P-001369,P-000555,INV-0126,OPEN,CRITICAL
FIR-000837,CR-2026-2012,2026-02-25 20:57:06,2026-02-23 04:57:06,SMUGGLING,Fictional smuggling incident tied to Synthetic Illegal Trade probe 12.,L-000167,"Old Town, Dindigul",WEST-INV-DIV,P-000615,P-000760,P-000472,INV-0013,OPEN,CRITICAL
FIR-000838,CR-2026-2017,2026-06-24 04:18:33,2026-06-21 07:18:33,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Logistics Crime probe 17.,L-000016,"University Road, Karur",FIN-CRIME-CELL,P-001128,P-001515,P-001945,INV-0058,UNDER_REVIEW,MEDIUM
FIR-000839,CR-2026-2010,2026-05-06 02:58:11,2026-05-04 06:58:11,THEFT,Fictional theft incident tied to Synthetic Vehicle Theft probe 10.,L-000118,"Textile Market, Chennai",SOUTH-POL-SEC,P-001281,P-000034,P-000393,INV-0072,UNDER_REVIEW,CRITICAL
FIR-000840,CR-2026-2016,2026-04-04 21:33:07,2026-04-03 18:33:07,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Phone Fraud probe 16.,L-000114,"Ring Road, Thanjavur",CYBER-CELL-01,P-000964,P-001231,P-000661,INV-0113,OPEN,HIGH
FIR-000841,CR-2026-2004,2026-03-07 04:54:44,2026-03-06 18:54:44,THEFT,Fictional theft incident tied to Synthetic Cyber Fraud probe 04.,L-000016,"University Road, Karur",CEN-CRIME-UNIT-02,P-001559,P-001747,P-001788,INV-0019,UNDER_REVIEW,CRITICAL
FIR-000842,CR-2026-2009,2026-08-29 21:47:43,2026-08-29 11:47:43,ASSAULT,Fictional assault incident tied to Synthetic Gold Smuggling probe 09.,L-000155,"Grain Market, Cuddalore",NARC-BUREAU-01,P-000073,P-000496,P-000887,INV-0095,OPEN,HIGH
FIR-000843,CR-2026-2007,2026-01-13 04:47:51,2026-01-10 08:47:51,ASSAULT,Fictional assault incident tied to Synthetic Cyber Fraud probe 07.,L-000033,"Old Town, Erode",EAST-INV-DIV,P-000192,P-001367,P-001689,INV-0128,OPEN,HIGH
FIR-000844,CR-2026-2008,2026-01-10 08:41:26,2026-01-09 01:41:26,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Financial Fraud probe 08.,L-000082,"Highway Junction, Nagercoil",CEN-CRIME-UNIT-02,P-000652,P-001317,P-000056,INV-0084,UNDER_REVIEW,MEDIUM
FIR-000845,CR-2026-2008,2026-05-14 15:15:13,2026-05-14 05:15:13,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Financial Fraud probe 08.,L-000016,"University Road, Karur",SOUTH-POL-SEC,P-000655,P-000372,P-000372,INV-0120,UNDER_REVIEW,CRITICAL
FIR-000846,CR-2026-2003,2026-06-09 03:45:04,2026-06-06 14:45:04,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Gold Smuggling probe 03.,L-000079,"Warehouse Zone, Salem",WEST-INV-DIV,P-001826,P-000193,P-001826,INV-0014,OPEN,LOW
